stdno,allowedunits,currentunitsenlisted
2010-96878,21,16
2010-43436,21,6
2007-43796,19,0
2012-00781,20,18
2014-98863,15,15
2011-33878,19,0
2009-96813,18,4
2010-29074,15,15
2011-40839,19,3
2013-55252,20,11
2014-15977,18,18
2012-06319,18,18
2013-09037,18,18
2000-21302,0,0
2012-59161,17,15
2013-09994,21,21
1994-42914,0,0
2010-29691,16,9
2013-25206,20,20
2011-28883,20,18
2012-37936,18,15
2014-48225,20,20
2011-21481,16,0
2014-45855,19,19
2014-99224,0,0
2011-35913,21,12
2012-52122,20,20
2014-19090,21,21
2009-18482,17,0
2010-34984,20,9
2012-97782,21,18
2014-37663,17,17
2013-07706,18,15
2013-15503,20,19
2013-12671,21,21
2014-70171,18,18
2014-03885,19,19
2014-12777,20,19
2007-60439,19,6
2013-50055,21,21
2011-28790,21,0
2012-97807,21,21
2009-60763,0,0
2014-74704,15,13
2014-16285,20,20
2012-20809,18,18
2014-23002,19,19
2014-53352,20,19
2013-01387,18,18
2006-25108,0,0
2011-09420,21,19
2011-12912,20,23
2013-40843,19,17
2003-25867,0,0
2013-08707,21,20
2011-47805,19,0
2012-21449,21,19
2013-06547,19,18
2014-99054,0,0
2014-14068,18,18
2012-47969,19,11
2013-62576,15,13
2013-66325,17,14
1982-32113,0,0
2013-10028,20,20
2011-48958,17,6
2009-41617,0,0
2011-21752,18,15
1988-40004,0,0
2011-05713,18,18
2012-65152,18,18
2014-08928,18,18
2012-47892,19,18
2011-97598,0,0
2013-09460,17,17
2013-09132,18,18
2012-40239,19,17
2012-04463,18,13
1983-01783,0,0
2013-09327,18,18
2014-33955,21,21
2013-09002,18,18
2014-09139,18,18
2013-06527,18,18
2011-22113,18,0
2012-37192,17,15
2011-22036,19,15
2014-50571,19,19
2011-49866,21,21
2012-07037,17,15
2014-99259,0,0
2006-11845,21,0
2009-34359,18,9
2014-65247,18,18
2014-28670,19,18
2009-27520,12,12
2008-37935,16,3
2013-98494,0,0
2013-60767,18,18
2012-44774,18,9
2012-19158,18,18
2013-09188,19,18
2013-09858,21,18
2011-17676,16,0
2014-33329,17,15
2012-37386,21,21
2013-06884,21,21
2014-11156,21,21
2013-58637,21,21
2013-68216,18,18
2012-76355,18,13
2013-70870,18,18
2014-99104,0,0
2014-64938,21,21
2002-67078,0,0
2011-22562,21,13
2012-46642,21,21
2014-01362,18,18
2013-06163,21,21
2011-20037,18,0
2012-18776,19,19
2014-43274,17,17
2014-80056,17,15
2014-00562,17,17
2013-57687,21,21
2014-77966,17,17
2013-58489,21,21
2000-53277,0,0
2013-32772,21,21
2005-42850,20,9
2010-42078,20,20
2013-60916,21,20
2011-36229,20,17
2014-35292,18,18
2014-70900,18,16
2011-21768,18,3
2009-96695,19,0
2011-48723,18,9
2013-07400,20,20
2014-98704,18,17
2011-22723,21,0
2005-31345,0,0
2013-45528,18,15
2011-42619,19,13
2013-09147,21,21
2014-98730,18,18
2013-08094,19,19
2011-03029,21,4
2012-01067,17,15
2012-38474,19,16
2013-57742,21,21
2010-42969,19,11
2009-64441,21,21
2009-96638,21,9
2013-57011,21,21
1995-50511,0,0
2008-41946,18,12
2013-09107,21,21
2011-42765,20,16
2014-05671,18,18
2011-97438,0,0
2011-30057,18,6
2010-36310,0,0
2013-53205,20,20
2012-10329,21,18
2013-06595,18,17
2012-40233,21,21
2014-26072,18,17
2014-05327,20,20
2014-71800,19,19
2014-98758,18,17
2012-98032,0,0
2012-38192,18,18
2012-49747,21,18
2010-97168,0,0
2012-15856,21,12
2011-45826,21,21
2014-98942,0,0
2013-74161,18,17
1979-91747,0,0
2012-14925,21,15
2012-97984,0,0
2012-48245,17,15
2012-47952,18,12
2010-57090,18,0
1995-60513,0,0
2014-68581,18,18
2011-50114,19,18
2013-98495,0,0
2013-67989,18,18
2014-09625,18,18
2011-51296,17,15
2014-72688,20,19
2014-82445,18,18
2011-07663,18,18
2011-64458,21,12
2014-30950,20,20
2011-97726,0,0
2011-38540,18,10
2012-08587,18,13
2013-09861,18,15
2011-64218,20,10
2011-50150,19,0
2012-68633,18,18
2014-71352,22,22
2010-25791,18,18
2008-23643,21,19
2011-50519,21,19
2011-04337,21,19
2013-98465,0,0
2005-48296,20,11
2008-37366,19,1
2014-08768,18,18
2000-54303,0,0
2013-08808,20,20
2014-71154,19,19
2014-29536,19,19
2010-96908,18,18
2013-98214,16,16
2011-35873,20,3
2012-19248,18,0
2012-98090,18,0
2012-29431,18,18
2005-46351,0,0
2009-34330,21,19
2013-09003,23,19
2014-99083,0,0
2013-07206,19,18
2014-19775,19,19
2012-32861,19,17
2013-09250,18,18
2014-99250,18,9
2011-97477,18,12
2014-71961,19,19
2012-97809,21,20
2004-68128,0,0
2010-97035,19,1
2012-20906,18,18
2011-48433,21,21
2012-98059,0,0
2012-01446,21,18
2014-35281,19,19
2009-19790,16,0
2012-97921,21,18
2008-05868,18,13
2013-25336,18,18
2012-22427,19,10
2014-72449,19,19
2013-09917,18,18
2009-96680,12,11
2014-42046,19,17
2014-09166,21,20
2012-06320,18,18
2010-42344,17,0
2012-98017,0,0
2012-44425,19,13
2013-21653,21,19
2012-22548,15,11
1990-36096,0,0
2007-16334,0,0
2012-56021,18,18
2011-27271,15,12
2013-53376,19,18
2013-14766,18,0
2012-42516,19,14
2010-43339,21,12
2009-11689,17,0
2007-35787,0,0
2007-63931,0,0
2010-29962,16,6
2012-45622,18,18
2009-46707,18,12
2011-49215,19,17
2008-61470,19,7
1997-63253,0,0
2012-08634,18,12
2014-99168,19,17
2011-09058,21,4
2012-98182,0,0
2014-98739,18,18
2013-37981,19,17
2010-41276,18,0
2012-17975,19,19
2012-52761,18,9
2014-40295,20,19
2014-26794,18,18
2012-28525,19,13
2014-47624,21,21
2011-48564,15,3
2013-50889,18,0
2012-76356,20,19
2010-00116,16,0
2013-72425,18,18
2009-26211,19,0
2010-14515,21,14
2013-08582,20,18
2014-44746,18,18
2013-98318,18,18
2010-41965,16,6
2012-08559,21,18
2011-21196,16,0
2014-43923,18,18
2014-09145,18,18
2014-99065,0,0
2010-42321,20,16
2014-71869,21,20
2012-30431,20,4
2013-23852,21,21
2012-56606,18,18
2008-41642,10,0
2013-47064,18,12
2012-19553,19,15
2007-63641,20,3
2013-98594,0,0
2012-19149,21,21
2011-58023,16,3
2009-34259,17,3
2014-98753,17,17
2011-97430,0,0
2013-11337,17,17
2008-96396,19,3
2014-09228,17,15
2014-98732,18,18
2012-55705,21,19
2012-55706,15,12
2008-23507,0,0
2014-33760,21,21
2011-21197,23,14
2013-68105,20,20
2010-16794,19,1
2012-46308,18,17
2014-62955,17,17
2013-06295,18,18
2014-99135,0,0
2013-68104,21,21
2014-08115,18,18
2009-39344,19,9
1990-46889,0,0
2014-22866,18,18
2005-42462,0,0
2014-62836,17,17
2014-09201,18,18
2013-09282,21,21
2011-62135,20,10
2010-01931,17,0
2006-30504,12,12
2014-72305,18,18
2012-51702,21,18
2013-24766,20,18
2012-17570,19,16
2010-41411,18,12
2013-08042,18,15
2013-98319,18,18
1979-34287,0,0
2010-42112,15,12
2012-59443,18,6
2011-46686,17,3
2014-98864,12,11
1996-59845,0,0
2012-37908,19,15
2009-14633,19,6
2002-66845,0,0
2014-62179,18,18
2010-43470,16,0
2013-22945,20,18
2013-98320,18,17
2012-43153,18,12
2011-48866,12,8
2008-38346,19,12
2010-52509,19,9
2010-38947,15,6
2013-43723,18,18
2006-38282,0,0
2007-11555,18,0
2013-08043,21,21
2014-27400,20,19
2012-07333,20,20
2012-97810,21,20
2011-26933,15,14
2013-74342,21,21
2013-52336,18,0
2014-99067,0,0
2012-17199,21,10
1995-93738,0,0
2013-68217,18,18
2012-60715,21,21
2012-18630,15,13
2014-08053,20,20
2012-60065,21,20
2009-19277,21,13
2012-19707,18,15
2012-48779,18,10
2012-24008,20,3
2014-62046,20,20
2013-10137,18,18
2009-18786,19,0
2008-37440,19,3
2004-50291,0,0
2012-19876,19,17
2012-98163,0,0
2004-38568,0,0
2014-09311,20,20
2013-32782,18,18
2001-44697,21,6
2013-44084,23,22
2013-08685,18,18
2013-43724,23,23
2002-21731,0,0
2009-29895,20,20
2013-11025,18,18
2014-66212,18,17
1974-22672,0,0
2012-97923,18,18
2014-12729,18,18
2014-35147,19,19
2009-60270,18,0
2014-38481,19,19
2014-72739,20,20
2013-98321,18,18
2012-04380,18,18
2014-30766,19,19
2007-22592,0,0
2014-30254,21,20
2008-20448,20,15
2013-02342,21,21
2013-56981,18,18
2013-48873,20,20
2013-15392,21,21
2001-96029,0,0
2014-00304,18,18
1997-40285,0,0
2012-19301,18,17
2014-26836,19,19
2014-43352,17,17
2008-68231,0,0
2012-28050,20,18
2012-19398,12,12
2014-99169,17,17
2010-97047,21,12
2012-41466,21,18
2009-19010,19,15
2013-61010,18,18
2012-10190,18,18
2014-14643,19,19
2010-51091,18,9
2006-39583,0,0
2014-71950,18,18
2005-43251,0,0
2014-64453,18,18
2014-28457,20,19
2013-98322,19,17
2011-62098,18,8
2014-99236,0,0
2010-06833,18,0
2014-80555,18,18
2012-36247,21,18
2010-19908,18,0
2014-08159,20,20
2014-53734,18,18
2010-29123,16,14
2013-22589,18,18
2014-44262,18,17
2014-09432,19,19
2011-31405,15,15
2010-97294,0,0
2013-50067,20,20
2012-20499,12,12
2013-44031,21,21
2014-99140,0,0
2009-60879,17,12
2011-34400,20,8
2013-45532,20,19
2010-42989,12,7
2013-12494,21,21
2011-47784,21,21
2011-62331,18,10
2013-98585,0,0
2013-98215,15,0
2007-11187,0,0
2012-52376,20,18
2010-59093,19,18
2014-41406,17,17
2010-00384,19,6
2008-96343,0,0
2009-37004,18,15
2012-51771,19,18
2012-44502,18,15
2000-61205,0,0
2011-97481,18,18
2013-98324,21,18
2014-71240,18,17
2010-40364,12,12
2014-60887,19,18
2014-43440,19,19
2012-77112,20,8
2014-99265,0,0
2012-44736,17,15
2014-56252,19,19
2012-07709,18,15
2012-38396,19,17
2011-48722,21,7
2013-74092,23,23
2009-23254,18,9
2009-56673,19,0
2012-37233,19,18
2008-09841,19,3
2010-34038,15,15
2012-27677,19,18
2011-08642,12,0
2010-18267,12,12
2011-42940,19,0
2013-36852,18,16
2011-59622,19,19
2012-02591,21,20
2009-42200,21,18
2011-62167,16,3
2010-39244,17,6
2014-10215,18,18
2010-97075,18,6
2014-48490,21,21
2010-42560,18,1
2011-38542,21,0
2007-17854,18,5
2013-74105,18,18
2007-67962,0,0
2013-51044,18,0
2014-81763,19,19
2011-97507,21,21
1986-93856,0,0
2013-45729,18,18
2013-05182,20,20
2011-47806,16,0
2013-26855,21,21
2010-29160,17,15
2012-97811,21,20
2014-99031,0,0
2005-95403,0,0
2006-09757,0,0
2009-19840,19,0
2013-98216,15,3
2011-03663,19,0
1997-38494,0,0
2014-35031,18,15
2013-09763,18,18
2013-34266,18,18
2005-43941,0,0
2009-29857,0,0
2005-44338,0,0
2011-34634,21,20
2011-65565,19,8
2011-22716,18,12
2012-37662,18,18
2013-07003,21,21
2012-40477,21,20
2013-75474,20,19
2013-09797,20,20
2013-74917,18,18
2010-57571,20,11
2012-97924,19,18
2011-62883,19,13
2013-03548,17,17
2014-72689,21,21
2011-43715,18,15
2014-98865,16,14
2014-09888,17,15
1996-66309,0,0
2012-37542,21,21
2004-13113,0,0
2010-20571,18,15
2010-97092,19,0
2010-19909,21,12
2014-71048,21,21
2011-40122,21,19
2014-24992,21,21
2010-97002,0,0
2013-98325,21,21
2011-97690,15,15
2014-30051,20,18
2014-77812,21,21
2014-28511,18,18
2010-53468,0,0
2014-01719,17,17
2013-28516,23,19
2012-17921,21,19
1984-41898,0,0
2012-17614,20,20
2013-98467,0,0
2010-42379,16,0
2011-62381,18,18
2012-18045,21,21
2012-19723,21,19
2014-64936,19,19
2013-98590,0,0
2012-11465,12,12
2014-47910,20,20
2014-21756,20,20
2009-34858,18,6
2011-28508,16,0
2008-16602,19,6
2011-33987,19,17
2012-52112,21,18
2012-51651,12,9
2013-60964,21,21
2013-09999,21,21
2006-40652,19,0
2012-04638,21,19
2011-01818,18,3
2011-02019,19,15
2013-98461,0,0
2009-04892,12,0
2014-52903,19,15
2012-18348,18,15
2009-17756,0,0
2013-38340,20,20
2007-24130,0,0
2008-96261,0,0
2011-01615,20,18
2009-19473,19,19
2013-47814,21,21
2014-50573,18,16
2014-62758,20,20
2010-96909,21,19
2013-68150,20,20
2012-38456,19,13
1993-43912,0,0
2008-17587,18,3
2014-99234,0,0
2014-62839,17,17
2014-07820,19,19
2013-98551,0,0
2014-71078,21,21
2012-38476,19,12
2013-09750,18,18
1994-05990,0,0
2010-27439,20,12
2011-63701,18,3
2012-19745,21,21
2010-44783,20,11
2013-98453,0,0
2014-02561,17,17
2012-37669,21,16
2011-06953,19,0
2013-27159,21,21
2011-59882,18,0
2012-41600,12,11
2011-59386,19,0
2014-17823,19,17
2014-64876,17,17
2013-15114,19,17
2014-21398,18,18
2012-38398,18,9
2014-22745,18,18
2007-64037,19,9
2011-22421,21,7
2013-98580,18,18
2009-61257,21,16
2012-00583,19,19
2009-17423,12,12
2011-48977,19,12
2012-60305,19,18
2013-21524,19,17
2013-30368,19,18
2008-37441,18,18
2012-37807,12,11
2012-20020,20,13
2014-65453,19,19
2013-09312,18,18
2011-48411,21,21
2013-48691,18,15
2014-23712,19,19
2005-00458,19,3
2011-97768,18,13
2013-05183,15,12
2011-97354,21,21
2014-08082,18,18
2014-05839,18,18
2012-31188,19,16
2012-08210,18,18
2014-48895,18,18
2013-47816,18,0
2012-44297,17,15
2014-57350,19,17
2013-04154,18,18
2014-98991,0,0
2011-30228,20,18
2011-46835,12,6
2014-17137,18,18
2014-32770,18,18
2014-10438,18,18
2012-41304,21,15
2014-99036,0,0
2013-57947,21,21
2014-60003,18,18
2013-25899,21,19
2014-19912,19,19
2014-41300,18,18
2008-23502,0,0
2007-27762,0,0
2005-43620,0,0
2010-41938,19,6
2013-16519,23,22
2013-22488,21,21
2013-71183,23,22
2013-25317,15,12
2013-11873,18,18
2014-47652,19,17
2013-75163,20,20
2014-24100,19,19
2014-78658,19,19
2010-31789,21,12
2012-62937,19,19
2011-03589,12,7
2008-16658,16,12
2012-41835,18,18
2012-97813,12,10
2014-29185,18,18
2013-21619,19,17
2007-10606,19,0
2011-23291,18,13
2014-08580,21,18
2009-58321,0,0
2010-45562,20,13
2006-18669,0,0
2014-13899,20,18
2008-51023,18,0
2014-35289,17,17
2014-72451,15,14
2013-08044,15,15
2008-27614,21,6
2012-23633,19,19
2010-48641,20,6
2013-98455,0,0
2014-00743,19,17
2013-47817,18,0
2011-48268,18,3
2014-00833,19,19
2011-22455,18,15
2014-29377,18,15
2014-72476,18,15
2012-48843,19,19
2013-34839,15,13
2013-24412,19,18
2010-36162,0,0
2007-24928,21,4
2014-01832,18,18
2013-36393,18,18
2011-45433,17,3
2003-11825,18,0
2012-16950,21,18
2011-48331,12,0
2011-56951,21,12
2012-60067,19,18
2012-57586,21,6
2014-01445,21,21
2013-01908,19,18
2012-12658,18,18
2012-00378,12,11
1990-32511,0,0
2007-46106,0,0
2011-19064,18,13
2014-23101,19,19
2011-45282,19,18
2014-71075,20,20
2008-66363,16,0
2012-35065,18,6
2012-07021,19,15
2010-42995,12,11
2000-26458,0,0
2014-10157,18,18
2010-34533,15,15
2010-34993,21,17
2011-08732,20,6
2010-01288,20,20
2013-18790,19,18
2009-19914,19,3
2014-72087,20,20
2012-38904,21,20
2012-50468,21,21
2013-25831,19,19
2012-98192,18,15
2014-00853,18,18
2011-64004,19,16
2012-25185,18,9
2014-72248,21,21
2006-72914,19,3
2012-33200,21,21
2014-69371,20,20
2012-41739,18,18
2012-03375,21,18
2010-15338,18,14
2009-50384,19,0
2013-71655,18,12
2013-43767,18,17
2010-42900,20,9
2013-48095,21,18
2012-62217,18,12
2014-49864,19,19
2011-39743,15,15
1993-42650,0,0
2014-26052,18,18
2011-55852,19,12
2014-71673,18,18
2012-12847,18,15
2005-45559,0,0
2014-84117,18,18
2013-74975,18,18
2011-22283,19,1
2014-33316,18,16
2003-49285,0,0
2013-21859,20,20
2009-31803,20,9
2012-52150,19,19
2014-51076,18,18
2011-40461,21,21
2014-98966,0,0
2014-68959,20,19
2012-64647,18,12
2014-44753,18,18
1990-91217,0,0
2014-98804,20,18
2004-66145,0,0
2013-30689,21,21
2014-32734,17,17
2011-22958,18,12
2013-54576,18,18
2013-09289,18,18
2009-30749,19,15
2010-15657,20,8
2009-17343,0,0
2010-28895,18,9
2012-06184,21,19
2013-30928,18,18
2010-16821,21,20
2013-30929,21,21
2014-29001,20,19
2013-51042,18,18
2013-74111,21,19
2014-30400,20,19
2014-71584,19,18
2014-28538,20,19
2014-08754,18,17
2011-46179,21,19
2009-24711,19,15
2011-03680,21,7
2011-59046,15,15
2013-50306,19,16
2013-30104,15,14
2014-52905,18,18
2013-55395,20,20
2010-39083,20,12
2008-96344,0,0
2013-58080,17,16
2013-19147,21,21
2014-09434,19,19
2012-08608,21,20
2014-40002,18,18
2012-11675,18,18
2013-43506,18,18
2014-76133,18,18
2012-52405,20,19
2014-77371,20,20
2011-08948,19,15
2011-44007,17,6
1998-38359,0,0
2014-55603,20,20
2013-13695,20,20
2014-33732,19,19
2011-48890,18,12
2011-32907,20,18
2014-26576,19,19
2011-48663,20,18
2013-98327,21,21
2013-25205,18,18
2014-09560,20,20
2012-10545,19,19
2011-01849,21,18
2014-98994,0,0
2014-62689,18,15
2014-64225,17,17
2014-72477,18,18
2014-99057,0,0
2012-98036,0,0
2011-02966,21,21
2014-35711,12,8
2012-70290,17,15
2012-56500,15,13
2014-00251,19,19
2014-73740,18,16
2010-49517,19,3
2014-12323,18,18
2009-57971,19,0
2011-43612,15,15
2004-67958,0,0
2014-08817,20,20
2014-26798,18,18
2009-06662,18,0
2014-12065,18,18
2005-36455,16,0
2014-04089,18,18
2014-46092,20,20
2014-64405,20,20
2008-14496,21,9
2013-57843,20,17
2013-98328,19,16
2014-06224,20,20
2014-71378,21,20
2014-15633,20,20
2013-17853,15,12
2011-16483,19,6
2009-31992,20,6
2014-25594,18,17
2011-30041,16,0
2007-65369,0,0
2010-50922,21,18
2012-19283,17,17
2010-51811,0,0
2011-58530,20,14
2011-07952,21,18
2014-51433,18,18
2014-51435,18,18
2014-22152,17,17
2013-12111,18,18
2010-31791,19,6
2011-59710,18,18
2012-59827,21,15
2012-65714,19,18
2014-99020,0,0
2013-20181,18,0
2012-51639,21,21
2012-36352,19,19
2003-96558,0,0
1988-39210,0,0
2010-58563,19,7
2013-36396,23,20
2012-07949,20,20
2012-01449,18,13
2008-96228,21,16
2009-32074,17,0
2012-37424,17,15
2008-57257,0,0
2013-30199,21,21
2013-40756,21,21
2014-99197,0,0
2011-22541,21,21
2010-51897,21,20
2012-40523,17,15
2013-09504,20,20
2013-09652,21,21
2013-22224,20,18
2009-32489,18,18
2014-24454,17,15
2014-64928,19,19
2014-81822,20,20
2011-97546,0,0
2005-53370,0,0
2014-35284,18,18
2011-50302,18,16
2012-55508,17,12
2013-06964,20,18
2011-23295,18,18
2010-33280,18,12
2010-43960,17,3
1991-37100,0,0
2008-48725,17,0
2010-58475,20,18
2014-98866,15,14
2013-41566,23,23
2012-11763,20,18
2011-15620,18,6
2012-37623,18,13
2010-68957,16,0
2012-38400,18,13
2014-09402,22,22
2008-48726,18,21
2014-19807,20,19
2013-98391,17,17
2013-08990,20,20
2014-98948,0,0
2009-61172,19,0
2014-08477,19,19
2012-31220,19,17
2011-00894,20,13
2012-53173,20,20
2012-43844,18,16
2013-70056,18,18
2014-72740,18,18
1996-24340,0,0
2014-10451,20,20
2008-22871,19,0
2011-97594,0,0
2012-19671,18,18
2011-21396,12,0
2010-42248,12,9
2012-59065,12,11
2014-70642,19,19
2011-22256,19,19
2010-57093,20,11
2014-96913,18,17
1983-92695,0,0
2007-02734,19,12
2014-40703,15,15
2007-37900,0,0
2005-71418,0,0
2010-41967,19,3
2013-28742,21,21
2010-43692,21,3
2011-12893,19,1
2012-54313,21,21
2009-15197,21,13
2013-07516,15,0
2013-06349,20,20
2012-11578,23,16
2011-04653,17,9
2011-22820,21,18
2009-96864,0,0
2009-60430,18,15
2014-02751,18,18
2011-62133,21,15
2011-48963,20,19
2013-55265,20,19
2012-47372,21,15
2012-29407,20,18
2013-30105,20,19
2014-48658,20,20
2013-09751,18,18
2012-10811,21,16
2014-11708,18,18
2011-62426,16,13
2014-23034,21,21
2012-97925,15,15
2012-37412,23,15
2009-58637,18,18
2014-27228,21,21
2013-55510,21,21
2013-06298,18,18
2006-71320,20,6
2014-60891,20,20
2011-18671,18,16
2006-15081,16,0
2012-52357,19,18
2012-98049,0,0
1988-35233,0,0
2009-31960,18,12
2012-29796,18,6
2011-59390,18,18
2009-30632,20,20
2013-19858,20,19
2013-37690,20,19
2014-07862,17,15
2012-18032,12,12
2012-45673,18,18
2014-04095,18,18
2010-97258,0,0
2014-63005,18,18
2013-02012,20,20
2010-42177,17,0
2014-70053,18,18
2012-20462,15,9
2011-64384,20,18
2013-03660,12,12
2014-20253,19,19
2012-11694,21,19
2013-05933,18,18
2005-32471,0,0
2012-18970,19,19
2011-21977,21,0
2010-41575,18,9
2008-57607,19,0
2011-60555,18,14
2012-31932,21,15
2010-38347,19,15
2011-12797,20,10
2011-04655,19,18
2010-54200,20,10
2008-56189,18,3
2012-58482,19,13
2009-26302,17,0
2012-52496,18,15
2010-33281,18,18
1998-05432,0,0
2013-57230,18,0
2012-42512,19,19
2010-22827,12,6
2011-48664,15,15
2010-42994,19,0
2013-98329,18,18
2014-22368,19,19
2012-11817,18,18
2013-47997,18,18
2012-51167,15,14
2008-13673,0,0
2012-15558,21,12
2014-99099,0,0
2014-11662,21,21
2001-47448,0,0
2003-60757,0,0
2014-08942,19,19
2014-05843,20,18
2002-96249,0,0
2013-48221,20,18
2013-09973,18,18
2010-57051,21,13
2011-08778,12,12
2011-62173,20,3
2012-97814,15,0
2011-09234,16,0
2012-21181,17,15
2013-42639,19,17
2010-23357,15,14
2014-26800,18,18
2014-09322,18,18
2014-99079,0,0
2014-72304,22,6
2013-27675,21,21
2012-37407,19,18
2012-41339,19,19
2009-60272,16,0
2014-73001,19,19
2009-24121,19,9
2014-20239,19,19
2011-53916,16,0
2012-09823,19,15
2013-40840,17,16
2012-17976,19,17
2005-10423,19,0
2013-08273,18,18
2014-73999,18,18
2013-42249,17,16
2010-42988,19,0
2014-51851,20,19
2005-46201,0,0
2014-75887,18,18
2006-00394,15,0
2012-04309,19,17
2013-60212,21,21
2013-08046,18,18
2014-21141,18,18
2014-24341,20,18
2012-01258,18,12
2014-98807,20,20
2011-48744,18,12
2012-04302,21,21
2012-27596,18,6
2014-71585,20,20
2012-10885,18,12
2010-52679,21,7
2006-35595,0,0
2014-38891,19,19
2014-72665,17,17
2013-09840,21,21
2014-72690,18,18
2013-98332,17,15
2011-26874,20,18
2012-35066,19,17
2013-13034,21,21
2014-52989,20,18
2005-44542,18,0
2013-98498,0,0
2011-97487,19,1
2013-17799,18,18
1986-13584,0,0
2009-01623,20,16
2013-68103,18,18
2012-37180,21,18
2012-08655,18,18
2011-21584,18,7
2012-98070,0,0
2012-37534,20,8
2014-09410,20,20
2010-20073,19,1
2009-17839,20,12
2004-41998,0,0
2014-73155,18,18
2010-96914,18,3
2013-07721,18,15
2014-70467,18,18
2013-44033,18,18
2012-59976,17,15
2007-17609,18,15
2010-52523,20,19
2009-62447,15,0
2009-06232,19,0
2014-09444,17,15
2014-08064,19,19
2009-26618,19,0
2013-98452,0,0
2001-64802,0,0
2010-43530,15,15
2011-01751,19,0
2005-43782,0,0
2014-28787,18,18
2014-32842,20,18
2012-17443,18,18
2005-04426,19,0
2012-18569,18,12
2004-64907,0,0
2014-99143,0,0
2009-24874,15,11
2013-07544,18,18
2010-21525,17,0
2012-26850,21,21
2012-14911,19,15
2011-62132,20,19
2012-38639,18,6
2013-68219,18,18
2011-20170,19,3
2012-07580,18,0
2007-19730,18,0
2013-71184,20,20
2007-40001,19,15
2014-29889,19,18
2012-98195,19,19
2014-35237,18,18
2014-42372,21,21
2013-48479,18,18
2012-38401,18,15
1999-29766,0,0
2012-22881,18,18
2012-29758,17,15
2011-45256,19,10
2013-66604,20,20
2012-59764,18,10
2014-50197,17,17
2011-05672,19,0
2014-71375,19,17
2014-12046,19,19
2011-32449,16,0
2010-42149,22,18
2014-02804,19,19
2014-26803,19,19
2011-31051,21,0
2011-28901,15,12
2012-13827,18,12
2014-63181,18,18
2013-39025,20,17
2011-21399,24,6
2014-71872,17,16
2010-41927,19,6
2012-17693,15,15
2011-27686,18,0
2011-03408,18,7
2012-07023,15,14
2012-57587,21,15
2014-28542,20,20
2013-98523,0,0
2014-00364,18,18
2013-18904,20,20
2013-07433,12,12
2011-48829,15,14
2012-16365,21,18
2013-74101,19,17
2014-99152,0,0
2014-56503,17,17
2012-50502,18,15
2013-53112,20,20
2013-11689,20,20
2014-98961,0,0
2012-12792,21,19
2012-65478,19,17
2014-78663,17,17
2012-50164,21,18
1994-93496,0,0
2010-42549,12,12
2009-03788,19,4
2014-55597,17,17
2009-35173,0,0
2011-25314,21,0
2014-76890,19,19
2005-46749,16,3
2014-28885,18,18
2003-55863,0,0
2007-65886,20,15
2014-20509,20,20
2014-08175,18,18
2012-20526,18,3
2012-22634,18,18
2012-98171,0,0
2011-19104,21,19
2012-15167,17,15
2014-06541,21,21
2013-74120,18,18
2013-38231,18,18
2012-18196,18,18
2011-40439,18,15
2013-98659,0,0
2014-23038,18,18
2012-41554,18,18
2008-49226,15,3
2011-52554,20,18
2012-19461,20,19
2013-06317,20,20
2012-37940,20,20
2012-64843,18,18
2012-11567,20,15
2014-82921,19,19
2014-12133,18,18
2010-36495,16,0
2009-00049,0,0
2011-14795,18,18
2012-98029,0,0
2006-07622,0,0
2011-97447,21,19
2010-43404,23,21
2010-43227,19,0
2012-12653,20,19
2003-96563,0,0
2012-02768,17,15
2014-02844,19,19
2013-98330,18,18
2011-62081,18,18
2012-05533,21,21
2011-27634,20,18
2012-38402,21,18
2011-36585,20,14
2011-21474,19,18
2014-09233,20,20
2013-43772,20,20
2012-52358,12,6
2014-48763,21,21
2012-34361,21,20
