stdno,allowedunits,currentunitsenlisted
3399-06555,20,17
2754-20422,21,17
8504-14677,18,18
4448-34353,17,10
4247-72720,18,18
4170-33720,20,15
1290-77268,18,17
5825-90773,18,18
9203-72359,18,18
1657-08147,19,11
1750-14801,18,18
3168-83705,18,15
0962-08814,19,19
4044-00701,18,9
8501-38598,18,15
8787-65789,19,19
1880-47428,18,18
9977-79775,18,18
8292-27788,18,18
8161-40438,18,18
2157-58640,18,17
0159-32501,18,18
5067-61546,20,1
0828-41689,20,15
8597-78008,21,21
5634-91633,20,17
2743-19366,18,18
4504-88280,18,18
1647-95944,18,9
3789-88525,20,11
9774-16543,19,12
7464-52103,17,17
0983-73553,19,19
8285-52441,17,18
9097-83332,18,18
6725-33741,19,16
9898-38764,19,10
1644-23993,20,20
1522-15876,18,18
1668-78498,19,19
8712-92662,21,21
2957-71813,21,22
6684-26257,21,21
1825-66260,17,17
2717-30518,18,18
7195-03135,17,17
9046-72160,21,16
5300-98787,18,18
2594-79889,20,6
3954-77046,19,19
4662-40510,20,20
9906-48296,18,18
1766-29355,17,17
8263-28632,19,19
5996-83854,19,19
0884-04624,17,11
2943-10702,18,18
8540-40268,18,18
8684-39561,19,13
4359-78994,18,18
8856-86356,20,7
6145-05265,18,15
3194-03493,18,18
5665-53750,18,18
4311-27385,19,19
6391-73281,18,18
8424-04522,17,14
7393-14437,17,17
7298-81531,18,18
0714-57233,19,16
7413-18781,18,18
0307-90760,21,19
5645-04831,18,15
9397-27246,21,19
6313-06935,18,15
8498-39933,21,21
2595-60149,19,15
1363-23915,20,6
5271-11019,17,17
1805-78188,19,19
6307-62414,18,18
6268-27802,18,18
6007-30040,17,17
1239-56133,12,12
9319-63976,19,19
7440-12149,18,18
6823-88949,18,18
3354-17654,19,19
3404-72114,19,19
7851-32076,21,18
0120-74016,20,20
0845-25386,18,18
8535-57324,18,18
6033-40381,18,18
5843-21189,20,9
4506-63783,18,18
5100-66408,21,20
8746-35653,21,21
4176-06602,18,17
2170-52509,20,3
1419-30026,18,18
4920-91930,17,18
1211-07219,20,20
4557-83053,18,18
9513-65950,19,13
0049-35731,18,18
2595-34734,21,15
9068-53348,18,18
2423-49385,19,19
9544-81802,20,20
3129-74857,20,20
8955-27039,18,9
4100-81063,17,11
5728-86856,17,14
1251-99810,20,16
5654-12611,19,19
3931-07397,19,19
4962-74413,19,19
6463-95275,18,18
1438-04381,18,18
7435-32888,18,15
9026-42068,21,18
1633-39914,19,19
0914-95963,18,18
7811-27088,17,11
9366-50227,19,3
7812-77138,18,18
6517-19290,18,18
6827-99980,21,19
6581-53927,19,18
5399-09500,17,17
4104-37210,20,17
7701-39103,20,17
0947-77730,18,18
0525-36698,20,20
5180-91015,19,19
1292-85963,19,10
5321-28003,20,20
5646-81036,21,21
8750-44845,20,17
8110-78562,20,15
1476-96652,17,17
5707-29132,20,17
4787-28737,20,6
7005-36527,18,18
3332-51957,18,15
3744-15285,18,6
7906-71883,18,17
3503-86029,18,18
2920-98960,18,18
5553-80005,21,21
0561-14889,18,17
1153-96142,20,17
1704-13751,20,15
2235-58253,19,19
7983-86982,19,19
3487-64104,17,17
4665-73859,19,19
0494-76662,18,18
7789-05322,18,18
0077-55762,19,16
0358-74702,17,17
1253-73933,19,19
3448-43537,21,15
3347-65296,19,19
4003-70678,19,19
0211-92966,18,18
4453-76085,18,18
9618-82340,18,18
5525-35875,19,19
6102-47822,17,11
7807-31510,18,18
2020-56795,19,19
1988-91579,20,18
5839-64343,20,14
1387-51305,20,9
0689-58085,21,15
8365-90105,20,13
0114-94607,20,7
0136-36077,18,18
7169-62819,21,21
9615-98671,18,18
1674-41648,21,21
5457-89526,18,15
4618-76240,18,18
0926-65823,19,18
5043-95122,20,20
7732-79593,20,6
1192-55985,18,18
7884-75950,18,18
1093-58714,18,15
9352-50092,20,20
1380-60871,20,17
1755-40488,18,18
1327-10750,19,13
8371-37736,19,19
1879-29036,20,6
3303-66632,18,18
0910-34764,19,19
1054-58537,19,19
5400-30312,19,19
9975-62739,19,19
5468-22650,19,19
3893-21057,18,17
1836-95680,19,17
4829-57798,19,19
7025-27507,21,15
5015-92540,18,18
5527-90945,18,18
6249-24865,18,17
0120-38865,20,13
8828-14121,20,6
7019-97966,18,18
1957-64408,18,18
0630-00665,19,19
8925-03919,19,19
1383-84936,20,16
9557-60214,19,15
2396-29848,18,18
1077-54189,19,6
5415-15381,18,11
4238-44868,18,18
6403-98387,21,15
2100-46516,20,16
9634-16164,17,16
0832-62513,19,16
7011-19703,20,20
5354-09887,18,9
2963-75715,20,6
2491-57339,18,18
1865-75488,18,18
1167-37379,18,18
3627-73807,21,21
0416-34320,19,19
6012-66877,19,15
7756-75564,17,17
3994-55004,20,19
5501-87363,19,19
0808-38608,18,18
4819-44032,17,17
1686-09177,18,18
5189-82279,18,12
4045-40249,19,19
9592-85098,18,18
5637-72802,18,18
1151-35236,17,17
4173-99107,21,15
3763-53019,18,18
1131-30997,18,18
3900-90888,21,15
8943-41464,18,15
5018-74341,18,18
2852-06871,19,19
8687-75579,17,14
9273-95058,18,18
2582-89666,19,16
0412-38130,18,18
1676-19440,20,13
5505-40956,18,15
2938-74529,20,14
8068-01358,17,14
2313-21881,19,19
1469-59156,20,17
4621-97173,18,18
1092-54761,19,19
8129-41362,20,9
1171-10872,17,9
9549-44532,20,20
4615-74732,19,19
6485-21739,21,21
9899-94389,17,17
5031-72266,17,17
1595-78714,18,18
2551-83122,18,18
1046-38982,20,20
7942-11773,17,17
1611-56990,17,17
0973-50640,17,14
6755-43729,20,17
7752-65197,17,17
3458-33633,19,19
0645-57428,17,14
3895-74863,17,17
5821-69703,19,19
8146-48822,18,18
0289-75843,18,18
3465-03953,20,20
5833-28965,21,15
7262-67810,18,18
4472-25066,19,19
2684-61946,18,19
9240-36044,18,18
4482-34288,18,18
9275-28755,21,21
4028-20430,18,18
8009-73168,17,17
4238-28346,18,18
9599-89601,18,18
3340-32972,21,21
3741-25451,19,19
4385-42016,18,15
5116-61916,19,19
8486-79855,18,9
1766-19291,19,19
5205-52178,18,18
8809-71926,18,18
3813-57142,17,17
2813-23041,18,18
6816-71709,19,12
3638-62682,18,18
2481-97482,18,18
4807-35280,17,17
9349-68722,18,18
7658-75852,18,17
8865-77909,21,21
4385-98696,19,19
4355-42207,18,18
8025-89895,21,21
2644-89046,21,18
1281-45702,19,18
1456-76862,18,18
3183-41278,18,18
9057-67794,18,18
2349-58726,18,18
8142-63808,20,16
6211-45470,19,13
6673-60459,18,18
8225-45686,18,12
0580-98386,19,19
6110-93658,18,18
5036-25500,18,15
1813-92969,18,18
4102-26604,19,17
9751-45401,18,18
9816-86242,19,19
7511-28078,20,18
2000-92778,21,21
1159-78562,18,12
3966-16835,20,20
7792-42765,19,13
2102-43196,20,17
3204-33152,17,17
8877-13869,18,9
5753-51442,18,15
5728-98920,20,20
2293-46780,21,21
0525-01763,18,18
3123-85134,18,18
1944-11133,20,12
9592-88650,20,18
7122-95364,19,13
6397-89002,20,12
0142-67851,18,18
1377-44401,20,20
3357-70436,18,12
8910-08874,17,18
6927-57213,18,18
6166-97133,20,20
9643-16656,19,19
0930-60086,19,17
7766-56354,18,18
5745-99292,20,17
1704-33555,19,19
0983-56044,20,17
8197-06234,20,15
5180-94443,18,18
6146-46097,20,20
4754-64255,19,19
4679-47743,20,14
0023-93726,18,18
6760-89358,20,14
3279-68647,17,17
0195-09183,21,12
9502-17544,20,20
2266-44149,19,19
4768-04930,19,19
6559-85883,18,18
9943-24399,21,19
6175-26439,18,15
7103-87278,18,18
0334-76359,19,19
7157-89348,20,11
8019-40323,18,12
0326-23093,18,18
0943-88538,20,6
1343-14593,19,20
9074-62560,17,17
8328-96180,18,17
2002-97390,18,18
9088-30289,19,9
0297-81313,20,20
8339-94376,21,15
0001-43875,18,18
7069-00547,18,15
2600-58697,18,18
8773-11179,17,17
8072-92585,20,9
4927-99110,17,17
4031-06911,20,17
3139-86083,20,17
1579-45818,19,19
1307-94633,18,18
2188-42789,21,21
8670-67878,17,17
5700-11977,17,17
0918-37197,17,17
1175-41302,18,18
7050-71130,19,16
9989-62904,20,17
5086-87300,18,17
3809-19839,17,17
9203-15782,18,18
0767-36495,19,13
5849-96806,19,19
4645-37709,19,9
1184-60088,20,20
2889-97576,20,20
0264-90655,17,17
7640-64343,20,19
4058-02610,21,21
3357-67304,17,17
8762-55602,18,18
6414-90697,18,18
5898-68102,18,18
6478-52838,18,18
7013-86413,18,18
0912-78614,19,19
1837-98068,18,18
8551-50160,18,18
6396-91719,18,18
5501-13308,17,17
9819-25228,18,18
7549-48026,18,18
6256-79452,18,18
2152-36538,19,9
3225-94356,18,18
5847-39361,18,18
2248-69575,21,17
1871-39614,18,18
3348-77968,18,18
3871-68512,19,19
5878-18278,20,17
9985-00235,20,20
5000-80112,18,15
8666-18831,18,9
0783-55900,20,16
5780-72046,20,17
0772-19139,19,19
4136-11654,20,9
5404-22313,17,11
1704-60264,18,18
9861-54462,21,21
0417-78739,21,21
1663-05664,21,19
0368-88830,18,18
5705-80700,18,15
0477-82334,19,16
0899-29578,19,19
8572-04538,20,6
0478-65082,18,15
1847-71210,17,8
6360-00603,18,12
5444-71919,20,9
1632-97452,20,9
2199-17762,20,10
5682-44260,19,9
5308-27655,20,15
7310-34843,19,19
2141-24638,21,19
7737-73436,18,15
5910-06788,18,18
7352-20300,21,20
9347-07053,19,19
7198-45200,17,18
0048-53383,18,18
7761-09390,18,18
5014-37002,19,19
4087-62145,20,11
2989-44003,19,16
0533-07148,19,20
5316-85164,18,6
8243-93507,20,19
7895-05562,18,18
8274-16118,19,13
9166-90001,18,18
1206-53940,19,19
7678-94126,19,19
3655-96878,20,20
8151-10878,19,19
7270-96460,20,20
2018-37890,19,16
1907-54839,18,18
4114-00147,18,18
3315-48218,21,12
5906-03463,20,9
1716-76521,20,9
9723-65366,20,6
6142-69247,18,18
9741-18727,18,18
4356-53720,20,9
9996-98856,20,12
8726-52886,18,18
4688-03995,20,9
6437-80901,20,15
3151-20058,19,6
6774-50870,19,6
2800-41036,19,19
9304-94139,18,18
7515-93395,18,18
2210-15398,18,18
2581-48775,19,18
1819-61037,18,18
8810-55158,18,15
7507-44485,18,12
4548-63403,19,19
0386-03342,20,6
2515-88840,19,9
3223-80255,20,19
8412-16486,19,19
0159-61378,20,10
1115-95599,18,18
0242-66675,18,15
8267-87517,18,18
1085-21276,19,9
1267-51682,18,18
4437-71813,18,18
3917-33101,21,21
7218-84931,18,18
6286-77629,20,12
9936-44274,19,19
6703-44118,18,18
5827-15256,17,11
4270-82228,18,18
5748-15122,19,19
6806-01404,18,18
1840-88834,20,20
2676-78612,18,18
1258-70549,18,9
6179-03666,18,18
7025-28430,20,11
2209-89776,19,9
9514-93337,19,3
1621-75742,21,18
2815-61077,21,21
0784-76900,19,19
8139-07836,19,19
9087-78640,19,6
0516-40384,19,19
4981-03477,21,19
2200-57118,18,17
0973-00776,17,17
2271-12178,18,18
2462-58617,18,18
5356-30866,19,19
3453-16259,20,6
4565-63895,20,9
1245-60448,21,16
0332-70644,18,12
1542-16473,18,18
7378-19343,17,18
2016-42466,20,18
1712-63011,21,12
7588-25933,20,12
1085-46577,18,14
7548-27045,18,9
0034-75917,18,15
8970-55643,17,11
5121-71495,18,18
0347-33532,20,6
4535-15396,18,6
6862-73726,21,21
9547-96407,18,18
7145-62066,18,18
9387-08935,19,16
6730-39632,19,19
9925-56745,17,17
6936-76878,18,18
0910-16722,19,12
3544-65232,19,19
6110-20926,21,16
2496-31678,18,18
0169-64909,18,18
0333-36651,21,18
1698-50900,19,18
3592-34339,20,17
0496-05190,19,9
7845-61559,19,11
4836-17447,17,8
7776-95733,19,19
8253-88309,18,18
8181-91167,19,18
8409-98332,19,19
2913-67171,20,17
9618-74070,20,6
1093-33013,20,11
6599-70414,20,12
6990-90898,18,18
6806-52156,18,18
5903-85669,18,19
0038-85682,18,18
7298-61650,18,12
6358-86634,18,18
4557-55699,19,19
5513-30229,18,18
4015-76742,17,15
5413-62631,20,17
5720-08935,18,18
0886-49987,20,12
6242-98964,20,18
8770-89295,18,18
9670-33074,19,19
2000-53223,20,20
4929-64101,20,9
5134-39447,20,15
7074-77140,17,14
7686-00264,18,19
6712-25534,21,12
7545-63844,17,11
1594-15703,19,19
8066-19240,18,19
2610-62600,17,11
4101-00085,19,6
7115-26028,21,18
2465-64208,18,9
0115-54571,17,11
6190-33314,19,19
8551-68677,17,17
1656-70842,18,18
9432-28745,18,18
3071-32152,19,19
4257-05870,17,17
5067-27777,18,19
6146-65823,17,16
4168-80737,19,19
9300-02586,18,18
7383-44028,18,18
9220-58310,18,12
0878-62244,20,9
8628-92581,19,9
7673-98011,20,14
4752-18352,19,13
4852-20144,21,18
7420-99779,18,15
7564-10410,21,18
2711-04184,18,18
6341-05203,19,19
2529-97421,18,18
9686-32831,21,19
6972-56280,20,20
1653-94477,18,18
5533-10940,19,19
8307-28161,18,18
3894-29016,17,17
8340-87053,18,18
7308-39176,17,18
1923-17361,21,19
6134-41207,17,8
2918-66815,20,9
7091-61437,18,18
4837-38626,19,19
0326-02392,19,12
3534-18532,20,20
6180-11292,19,19
0988-17204,18,18
4635-03633,20,20
9021-93257,18,9
5414-70463,19,16
0690-78547,18,15
1811-98956,20,6
6784-03510,19,20
2808-64713,18,15
6136-52581,19,19
1203-78015,17,17
5593-80664,20,20
1512-34475,19,19
5121-63467,21,19
5035-73935,21,16
9263-73440,17,17
8507-61717,20,17
3613-72401,18,18
0041-34209,18,19
2359-30940,18,9
4308-78875,18,18
7184-80727,19,19
6337-94968,19,16
9770-31330,18,18
7048-29488,17,17
0496-57148,18,18
9491-64587,20,9
7859-30702,20,15
1202-60063,19,19
3115-43409,18,18
5111-64512,18,18
6645-15388,18,18
8570-62632,18,18
0159-88024,18,18
8799-20168,20,19
1317-33773,19,19
8678-62591,18,18
8500-60612,20,3
1405-17842,20,17
7361-53587,17,14
0899-14995,20,6
4157-38220,19,19
1473-86777,18,18
1439-73117,20,20
8311-67914,19,19
6188-29352,18,19
3950-73350,20,17
2104-93842,19,9
6974-16906,21,18
5020-42594,20,20
4000-12919,19,19
4426-81758,18,18
1250-07954,20,12
9463-50276,20,15
7821-84658,19,19
4906-20692,19,19
5429-88490,18,14
4504-92740,19,19
5236-04823,19,19
6769-42080,17,17
6357-67632,19,19
3973-03900,18,18
5636-97116,17,14
1112-06357,17,3
9760-90611,18,18
4839-91423,20,20
2581-78933,22,16
0624-19150,18,17
7112-51978,19,18
9888-86218,20,18
0447-68969,20,19
3229-34116,18,18
9093-09035,18,18
5990-51187,19,19
4488-28304,20,20
3425-85734,17,0
2531-05213,17,10
6334-52911,19,19
3268-38911,18,19
9779-62138,20,5
6330-47887,17,11
8359-01866,20,8
6450-26134,18,18
2341-91973,18,13
0976-97307,19,19
1043-45371,18,18
0805-18045,18,18
9972-81188,18,18
6539-68097,18,18
4410-23728,18,12
6875-73293,17,16
3807-46944,19,19
9525-64506,21,17
4512-56490,19,18
6444-30892,18,18
1248-72794,18,18
4129-29518,21,16
7865-02437,18,18
3662-46003,19,16
7518-51603,20,20
5802-18352,18,18
6629-82335,18,13
5558-13713,19,6
2307-26101,18,18
8672-81658,18,16
2630-35422,20,9
5383-58186,20,20
6720-71818,18,15
4566-75502,18,18
0594-95662,20,20
6327-17539,19,19
5468-10880,19,19
5441-96186,20,8
2188-88520,17,17
1608-64147,19,16
2974-22410,18,11
2726-67477,18,18
9496-09045,18,18
4380-13206,18,18
8419-28733,18,18
2762-34494,18,18
9519-70888,20,18
1349-12541,17,12
1403-85248,17,10
8186-50739,18,18
4002-28443,19,20
5211-27588,18,18
1810-89991,18,18
3153-31836,20,12
6627-65689,20,20
3674-21217,21,14
1454-44683,18,18
1850-67175,19,12
2843-40321,17,18
3895-03521,19,6
9122-79722,19,19
6412-99228,17,13
9850-47743,19,17
7756-44919,18,6
3319-17621,19,13
2640-16290,18,16
0995-86847,22,15
1492-49024,19,19
1510-54586,18,15
4638-35697,19,19
4780-34137,20,18
5727-77956,18,18
9919-79146,18,18
3532-38265,20,11
7210-20015,18,16
9603-74291,19,16
6047-99387,19,12
6236-64241,18,13
9110-95100,19,18
9236-25739,17,13
0781-06538,21,19
9077-22767,18,9
8197-03072,20,8
2250-04527,20,8
4793-27066,20,17
8857-44789,18,18
7556-40832,18,12
5710-34625,17,17
2274-85288,19,19
4533-55158,19,16
7056-89380,20,20
5574-84371,17,17
1491-55433,18,10
6766-81670,21,22
9122-90899,18,18
7760-46130,20,5
0557-76570,18,18
0092-97213,18,18
5587-56248,18,18
5004-67149,18,18
3378-68657,18,18
9390-00385,18,18
3555-56621,20,5
3989-61151,19,12
6620-47209,18,13
3500-50175,18,17
2708-04643,17,16
1479-78599,18,12
8449-05397,19,19
9316-77263,20,6
5683-68089,19,19
8669-82171,20,18
5503-54164,21,17
3861-29544,17,17
7294-52085,17,17
9646-45745,18,18
0462-18966,21,21
8922-92100,21,15
2278-69417,19,19
6804-58775,19,19
1081-39655,19,9
6877-73969,21,16
2770-56327,18,18
9265-72682,20,9
2048-58777,20,3
4982-23252,18,18
2485-97055,18,18
8378-82957,17,11
3163-42794,17,17
6364-15534,21,22
1843-09173,17,11
5583-54169,19,13
4237-73055,18,17
3481-58156,20,8
1580-82779,20,19
8812-90571,18,15
6416-26911,18,9
1731-88760,20,12
3381-75068,18,18
2041-44986,20,20
0454-71743,17,8
3700-74115,20,20
6659-47213,21,15
3270-36719,21,19
3047-00044,20,20
0297-56068,17,17
7447-49757,19,15
4275-58825,18,18
5403-79996,19,19
4615-39605,18,18
7676-24998,18,18
3271-09849,21,22
4632-37544,18,16
8476-64164,20,11
8941-00219,18,15
3179-89098,20,14
1969-89036,18,18
2741-14081,19,19
3889-26964,21,18
4362-94565,19,14
2074-94283,20,15
7011-83293,18,18
7665-41402,20,20
0745-65365,20,20
7231-99250,18,18
4608-16608,19,16
2555-02826,18,15
7409-66589,20,20
9128-34571,19,9
5998-12333,18,12
1701-22463,18,18
7636-38918,20,12
1691-31305,19,19
3469-14669,18,13
9419-60431,17,16
5379-56198,19,19
2054-62635,18,11
0129-71503,19,9
9877-64220,19,19
2125-93326,21,13
9529-99451,19,12
4190-24163,19,17
5431-76748,19,20
9527-12455,19,19
5010-25825,19,20
9568-58867,18,8
1117-06663,20,20
7157-30201,18,18
1327-67411,20,14
4348-90549,21,21
0871-81101,18,11
4537-32430,17,14
2344-96731,17,17
0348-16738,20,18
2406-01989,19,18
5252-34421,18,18
1001-58276,20,15
6783-78412,18,14
6671-09394,21,21
7090-69837,20,6
1518-23294,19,18
8319-01130,17,2
1450-50004,19,13
3655-35511,20,17
1222-67747,18,11
2688-45692,18,16
8922-21207,19,19
8158-31489,21,18
4434-24064,21,18
1776-60161,21,18
5022-77484,19,19
1870-32932,19,15
0078-31949,20,20
0394-88001,18,18
8423-57275,21,18
0650-92873,19,15
6418-88138,18,17
8492-49661,19,19
9478-76129,20,17
3197-29416,21,17
6982-14169,19,13
2539-24229,18,12
5574-31008,19,19
2688-29669,20,8
5072-99097,19,19
1762-14376,21,18
2902-26979,21,15
5521-06123,20,8
7649-76453,20,15
4492-90793,20,17
7256-15963,18,6
8552-75401,20,18
3901-39986,21,6
2759-72706,20,14
2971-08261,21,19
2344-11655,19,19
5091-94745,18,8
1249-31838,17,17
7280-08709,21,12
8181-61695,21,18
6826-07242,18,18
1706-07810,18,18
9948-40687,18,18
1636-60888,18,18
0008-56038,19,19
2156-48666,19,10
7140-30635,17,3
0920-52477,19,19
8598-67794,20,17
1393-43450,19,3
6859-64758,21,19
1511-25111,18,18
1054-15362,18,8
1660-04207,20,12
7584-87157,18,18
5182-55860,19,17
0372-49499,18,9
2796-48397,20,9
3212-41912,20,17
0829-33249,17,17
7072-11644,19,16
5608-81273,18,6
6500-78807,20,20
7520-75264,18,15
0658-58712,20,17
3616-10803,18,18
3961-18046,18,12
1987-33183,19,19
9336-11932,18,18
0916-32258,19,15
6308-71037,20,17
8353-55692,19,19
4425-09710,18,12
4560-82171,18,18
8935-41754,18,18
2310-84724,18,18
8633-67474,18,18
2467-64966,18,18
2869-91372,18,18
9336-68606,20,14
4119-78430,19,19
8887-76491,18,11
5869-87558,20,18
9317-74994,18,15
4898-02839,21,17
7431-13816,19,16
6554-61004,18,18
9545-43139,19,9
2826-13010,18,18
8672-41493,18,11
7838-34002,18,18
8295-03114,19,19
1776-26432,18,18
3043-23482,18,18
4748-49447,19,18
7134-69592,17,17
4281-65233,18,18
8121-25029,22,3
3958-17712,20,14
2121-40388,18,12
7779-72648,18,18
1477-08634,20,6
5348-01365,18,12
7594-17334,21,19
2752-06038,20,20
9716-68551,20,6
1803-86865,21,19
8134-85406,21,19
7835-42591,20,8
9852-40654,19,19
9745-21575,17,12
0972-34753,19,6
6964-15602,19,14
4548-39732,21,6
5955-32512,17,13
4433-36125,19,18
1774-97284,18,18
3533-34934,18,18
0188-07188,17,17
8602-78073,19,15
0022-73253,19,19
3405-04383,18,18
4792-88717,18,12
7900-34230,19,14
7535-13394,18,9
7128-56477,19,3
3925-03886,20,18
8983-70264,18,18
4639-75200,21,15
9557-01461,21,18
5396-09352,18,18
1876-74203,19,12
5936-24659,20,12
2293-22829,20,9
7701-21335,19,15
8965-37576,19,19
9806-83912,20,9
7674-70009,19,12
2720-88918,21,9
3336-93247,20,4
8459-49978,19,19
2615-91253,18,18
5785-60892,17,8
2961-19333,18,18
4583-93385,18,18
0451-67378,18,18
9380-43417,19,6
9469-18399,18,18
1041-08307,20,17
9345-16367,17,17
2854-27995,21,21
9773-45789,18,18
0225-69842,20,15
0859-92328,18,9
0006-27434,19,16
6087-74768,21,9
4703-03859,17,11
8320-20569,17,17
7391-76466,18,18
5884-66183,19,19
5477-93934,20,20
7049-45104,17,11
0432-25469,17,11
9878-29560,21,11
7568-23966,18,18
1981-83405,18,9
5906-93674,19,19
0931-68348,18,18
0298-54184,20,9
9430-12831,17,8
5286-29248,20,20
2539-41033,17,16
3183-87279,19,3
3500-51975,19,16
1116-02474,18,19
9000-23750,18,12
1674-77600,19,19
0901-73922,21,17
7874-95964,18,18
8962-54973,20,14
4549-33395,18,8
5813-41029,17,17
8299-47130,20,19
2764-10490,19,6
7986-50624,19,18
4326-35706,18,8
6026-60313,19,16
5775-70407,17,17
1621-08619,18,18
8755-90374,18,18
2742-44259,19,19
1898-28383,19,19
7873-93916,20,8
2497-15960,20,20
1949-41211,17,8
9677-39634,17,16
0658-59351,20,12
5905-16012,19,17
4820-87132,19,16
6807-43301,21,17
8497-06580,21,9
5855-28586,19,19
3165-36078,19,16
5465-39200,19,18
1538-78271,19,3
1051-79057,18,18
6074-01595,18,18
8273-59759,18,18
3227-54026,18,18
9499-46032,18,18
1283-82735,17,17
1032-69254,19,16
8392-83260,18,18
3999-79766,20,20
4296-86172,19,19
0872-44738,19,6
1459-93308,19,15
1560-93823,21,12
0447-98931,19,16
1784-05254,18,19
9140-34451,21,16
0481-22532,18,18
4591-21011,19,19
5270-96273,19,17
2020-05909,21,15
5586-95398,19,12
5603-08856,19,19
1173-07723,17,3
0497-38307,18,18
2425-25532,19,12
9192-20730,17,17
6385-77057,20,6
7755-94755,21,18
8369-74009,18,18
9560-58458,18,19
1176-68731,17,17
2578-29972,19,16
2374-76665,19,9
7917-86651,20,17
2537-69329,19,19
4471-91098,18,18
8112-35673,20,18
2454-82886,20,15
0592-56952,19,18
0372-40898,20,17
8290-65594,18,18
2354-45718,18,18
6061-32582,20,17
3607-11515,20,18
5316-16016,20,8
8055-45112,20,20
1971-58107,18,18
7300-17305,20,19
7730-49638,18,18
4238-53248,19,19
1795-96684,18,18
1800-43510,21,14
2375-36785,18,17
5727-99299,18,8
6123-61453,19,19
2715-08291,20,11
7029-77679,19,19
7733-58018,20,8
0961-29137,20,6
5522-10305,19,18
5934-29549,20,20
9062-43676,20,11
4430-95280,18,18
4546-06467,18,18
3639-06156,19,18
8081-91120,18,18
8784-47450,18,18
3514-88940,18,18
7291-11925,18,18
8193-20067,19,12
4920-17791,20,15
0976-93445,19,20
3099-66943,19,20
1257-58203,17,8
3261-18819,17,16
0976-87278,21,14
8454-11926,20,8
4111-62869,19,3
4268-58237,18,18
9226-23168,20,15
6341-45800,18,18
2238-93404,17,8
5367-22079,18,18
1661-84250,19,9
3735-43551,19,6
8586-93318,18,9
1195-74463,18,18
2379-26141,18,18
8427-10745,17,10
5575-16279,18,18
7773-18040,18,18
6909-57901,18,9
1174-45905,19,20
1229-76432,19,18
9151-78433,20,7
3854-97828,17,17
6669-20859,19,14
7252-18471,17,15
3378-97555,21,12
1640-84807,19,16
5338-30397,18,12
8981-83589,18,18
4929-37924,20,17
4879-78005,18,18
4200-01623,17,11
7354-71042,19,12
4880-35926,17,17
5065-20909,18,18
5073-04787,19,19
4361-25218,19,18
9250-26100,18,18
6554-66079,21,3
6675-82775,18,18
2251-86644,17,8
3607-56680,18,12
1469-92387,18,12
4913-34402,17,15
6826-17730,18,18
6838-69595,21,19
4763-39087,18,18
4908-22336,17,17
2444-03899,19,18
1873-32666,19,8
2931-03293,18,19
1781-59940,19,5
4684-46506,19,19
2832-20080,19,19
5528-40259,20,17
6378-03398,19,19
4074-88949,19,15
9067-25591,19,19
2396-43265,17,18
1626-09391,18,18
2399-41363,18,11
4959-65370,22,16
4392-58036,18,18
9587-61541,20,9
6830-08870,19,18
7557-73723,20,15
2347-10536,19,20
2208-48103,19,6
3781-08040,19,15
5490-94432,19,18
2578-13805,20,18
2309-58199,19,16
5872-92840,20,5
4645-64740,18,13
6745-75039,18,15
8131-48513,18,9
6741-52698,17,13
3901-76497,19,19
3163-01526,17,14
1693-12378,17,13
9360-10994,19,19
1817-73254,21,11
8822-60735,18,16
7472-21486,19,15
9407-41637,18,15
3281-59812,19,8
3200-95626,18,15
5346-62681,17,10
8121-06639,18,18
7324-23786,18,18
1235-12813,19,19
4926-41880,20,15
1168-11844,19,19
8509-08747,19,6
5237-32917,18,18
6849-04464,18,18
9636-76345,19,19
9941-90221,18,6
4327-86816,18,15
3016-03716,21,11
5485-70610,18,18
7262-52212,20,20
2942-62886,18,18
0954-51045,20,20
4501-90183,18,18
7095-14110,20,3
8220-63185,19,19
8643-90680,18,16
6286-47890,19,6
6702-83255,20,12
2630-16064,18,18
8296-85890,17,13
6776-24221,20,12
1161-06896,20,7
0821-10762,18,18
5096-88495,19,13
8642-45128,18,12
2499-15786,19,13
0465-15860,19,19
9999-11386,19,15
5692-92967,18,18
3866-59016,18,18
0152-93845,17,17
0284-71779,18,13
4448-22007,18,18
6125-07402,19,20
3893-06255,18,18
7239-15318,18,13
0768-76867,21,15
2245-27528,20,18
8902-55436,20,18
0150-38280,17,10
9368-53498,20,15
7457-71582,19,19
7570-81296,17,8
0274-91452,18,18
2697-24800,18,19
6210-41688,20,6
7412-95040,18,17
0913-88325,18,15
8458-32368,18,8
8998-66642,19,18
5040-19180,18,18
8494-44269,18,12
2040-05713,19,13
6943-59008,18,11
2503-05308,19,19
7220-73910,18,18
0637-21135,21,9
4591-44085,18,18
2186-82452,20,17
6070-25851,21,18
5123-42806,21,9
3964-85613,21,10
3130-96082,19,19
7548-67855,18,12
0588-95049,21,19
2897-97293,18,12
9013-44889,19,13
6815-89460,19,16
7892-32734,18,10
6429-78774,18,17
2806-20165,18,12
2983-86865,19,16
0948-84231,18,18
1719-65245,18,13
2613-03407,17,17
9020-34752,18,15
0587-94500,18,13
4352-61143,18,15
8130-26079,18,18
5831-07397,20,11
9114-75267,18,9
1549-96350,19,19
5835-09970,18,17
5415-82037,18,15
6850-03216,18,16
8857-59779,19,19
3037-61771,20,8
0267-93759,19,16
4711-31113,18,18
3618-80782,19,19
4331-98914,19,15
