stdno,allowedunits,currentunitsenlisted
2010-38870,15,3
2014-09226,20,20
2013-39721,22,21
2012-31007,21,13
2013-46381,19,18
2009-55516,19,0
2012-62152,19,15
2013-09511,20,20
2014-35390,18,18
2014-29526,18,18
2014-73246,19,19
2007-62427,20,6
2014-42363,17,17
2013-02312,20,20
2014-06043,18,17
2013-98388,21,21
2012-34553,19,17
2013-00511,21,21
2014-71125,21,21
2012-30836,18,3
2014-08968,18,18
2014-35729,20,20
2012-45634,21,18
2013-56445,18,18
2014-45793,18,18
2008-96244,21,19
2012-29331,21,17
2009-51889,16,6
2012-26453,18,7
2012-38857,20,18
2013-98389,20,20
2012-17594,21,19
2013-73161,18,16
2013-55696,18,18
2010-44188,19,0
2011-59785,18,6
2012-64510,18,15
2012-69620,21,21
2013-37687,20,20
2012-60327,19,18
2012-23911,19,16
2014-72100,20,20
2012-02610,21,15
2011-22351,21,19
2014-07881,19,17
2011-29376,21,6
2013-31056,21,21
2011-22686,19,9
2011-54221,21,15
2011-39208,18,7
2012-01682,18,13
2014-72744,20,20
2014-15983,21,21
2014-69076,18,18
2012-12151,21,21
2013-10152,18,18
2009-26060,17,15
2014-17398,19,18
2014-05889,18,18
2014-57128,21,20
2014-49794,20,20
2014-49795,18,18
2009-30087,19,4
2014-01783,18,18
2010-42021,19,4
2014-09316,18,18
2014-98711,18,17
2013-32793,20,20
2013-06651,20,18
2012-38492,18,18
2014-61535,19,19
2009-09088,21,12
2013-45554,18,18
2010-41895,20,18
2013-49940,18,18
2013-19873,18,18
2014-64428,19,19
2011-22720,19,17
2014-98700,18,15
2011-55768,19,14
2012-04305,17,12
2014-41140,18,18
2012-43970,21,21
2013-53001,18,6
2013-68245,18,0
2013-48238,17,16
2012-97960,18,13
2013-18433,19,18
2014-72071,17,17
2010-06440,20,12
2013-08779,18,18
2012-04393,18,17
2012-23630,18,12
2013-55489,18,18
2013-00886,19,17
2013-09752,21,21
2013-33002,18,18
2013-02799,18,18
2011-35388,20,0
2012-53885,18,18
2011-10678,20,9
2013-22392,18,18
2013-34859,20,19
2014-19213,20,20
2012-71000,17,17
2014-25159,18,18
2013-30959,17,17
2010-09859,20,18
2012-15251,21,21
2012-66357,21,15
2012-15842,23,9
2014-12798,19,19
2014-29493,17,17
2014-62471,18,18
2010-56878,21,21
2010-41615,19,6
2013-60746,20,20
2011-22273,16,0
2010-44163,19,17
2012-21928,18,15
2011-26568,18,3
2014-32352,20,20
2014-08938,21,21
2010-48813,19,11
2012-12753,18,9
2013-45722,19,18
2011-19385,18,12
2011-08269,18,18
2011-47808,18,11
2012-30399,21,19
2009-37402,21,13
2014-45823,18,18
2013-62887,21,19
2011-62275,19,13
2012-59516,19,13
2014-12902,18,18
2012-00598,18,13
2010-00144,19,12
2010-49571,21,16
2013-71201,20,20
2012-97962,18,13
2012-66048,19,16
2012-18963,18,13
2014-71491,18,17
2010-01251,17,15
2013-38007,17,17
2014-57063,17,16
2013-06517,18,15
2013-19774,18,18
2013-56998,21,21
2014-11790,20,19
2011-62277,20,16
2011-50135,21,20
2012-48821,21,18
2014-51485,18,18
2014-56077,19,19
2011-38689,18,15
2012-03696,18,6
2014-32354,18,18
2014-08176,20,19
2013-25424,19,17
2014-10218,18,18
2014-52110,20,20
2011-22059,20,18
2011-43668,16,0
2013-36051,21,19
2008-02137,18,15
2014-15851,18,18
2009-96715,18,0
2014-20684,19,19
2008-13774,18,5
2012-17662,17,15
2012-17386,18,18
2010-96939,18,18
2014-00813,20,20
2014-72656,20,20
2010-24129,19,17
2014-51126,20,18
2009-60855,18,4
2011-18370,20,6
2007-19242,21,9
2014-52750,17,17
2011-62600,20,10
2011-62364,19,13
2012-11103,19,18
2013-68112,19,17
2014-53480,20,20
2012-15245,18,15
2014-99178,18,0
2008-07214,20,13
2014-98712,18,18
2013-98251,18,18
2012-19219,18,18
2012-55399,21,20
2012-17322,19,10
2013-68253,18,15
2010-60444,21,9
2007-03828,21,13
2012-64295,18,15
2011-42194,21,0
2014-24850,18,18
2012-14935,19,16
2012-27690,18,9
2014-47669,18,18
2012-18134,19,17
2013-98390,21,21
2013-19876,19,19
2013-75420,17,14
2014-71444,18,18
2011-22957,18,12
2012-57632,21,12
2012-27629,18,12
2007-66930,19,2
2013-66354,19,18
2012-27967,19,17
2014-00692,20,20
2014-32356,18,15
2011-62917,19,13
2012-07362,19,19
2012-09296,12,6
2012-07883,19,18
2011-15853,20,19
2006-02630,21,6
2014-50827,18,18
2014-62532,18,18
2014-52639,18,18
2013-47595,18,18
2012-18199,18,3
2014-30560,20,19
2013-00615,18,15
2014-30934,18,15
2011-29691,17,6
2012-17499,18,15
2011-10636,21,18
2012-11186,19,14
2014-26815,18,18
2013-45106,18,18
2013-21785,18,18
2012-36865,21,21
2012-29414,19,15
2014-20991,18,18
2011-38483,19,3
2014-14204,18,18
2011-25249,20,3
2013-08065,21,21
2009-11845,16,10
2014-24466,19,19
2012-17223,19,16
2011-21023,18,3
2013-47576,19,19
2013-02327,19,19
2014-45795,21,21
2012-17515,18,13
2011-62487,18,15
2012-37884,18,15
2011-04852,21,18
2010-41145,19,0
2013-27190,23,22
2011-35511,20,14
2011-42606,20,19
2013-13871,18,18
2007-96020,18,10
2013-41009,17,17
2012-10082,18,18
2012-20437,20,18
2013-57602,23,16
2010-40557,18,6
2013-74793,18,18
1997-94307,15,7
2011-06606,19,19
2014-59772,18,16
2007-55821,19,0
2010-67517,19,6
2012-54181,17,15
2011-22705,19,7
2012-52967,21,21
2013-15930,21,21
2013-46595,18,15
2014-61542,18,18
2013-09444,21,21
2013-02754,21,21
2010-67969,18,18
2014-71849,18,18
2006-39698,21,20
2013-50261,23,22
2013-17639,18,18
2014-71598,18,18
2014-72014,18,18
2014-72674,20,20
2013-09806,20,18
2007-67813,19,7
2011-19162,18,10
2012-59458,18,18
2011-48466,18,13
2011-08799,18,18
2012-22099,21,16
2010-08790,21,19
2014-00552,20,20
2010-33329,21,19
2013-20069,18,18
2007-00352,21,10
2007-67814,18,0
2011-53926,16,0
2012-18826,18,12
2013-18239,21,21
2014-98906,16,14
2012-19818,21,10
2011-63528,18,9
2012-06362,19,18
2014-06087,19,19
2012-06358,18,18
2014-23252,18,18
2014-12753,21,21
2012-59640,19,3
2013-34751,21,19
2012-32698,18,3
2013-62546,18,18
2014-18105,20,19
2014-78327,18,17
2010-19256,21,15
2014-33220,17,17
2012-55398,17,17
2013-28743,21,21
2012-53933,20,11
2014-05892,21,21
2014-72657,19,19
2011-19944,20,19
2011-29552,21,19
2013-37541,18,0
2013-46066,18,16
2012-10600,20,19
2013-08546,20,20
2012-53445,21,12
2012-36418,18,18
2008-38137,21,7
2014-15902,18,18
2013-57341,17,17
2013-09773,18,18
2008-09830,21,4
2014-26818,21,19
2014-16712,17,17
2013-68037,21,21
2014-23007,18,16
2012-57162,18,15
2014-65718,18,18
2011-97767,18,18
2014-09725,21,21
2011-21512,21,20
2014-72658,17,17
2010-57138,18,18
2013-22409,18,18
2011-15316,21,7
2014-51209,19,19
2006-32000,21,9
2014-03460,18,18
2011-48886,19,15
2009-27056,17,0
2012-32941,21,19
2013-36616,20,19
2013-48844,18,17
2012-01161,21,9
2012-18122,18,13
2014-23253,18,18
2011-62541,19,11
2013-05959,21,21
2014-19892,19,19
2012-29257,19,17
2014-20571,20,20
2013-06304,23,22
2012-70283,18,11
2014-73166,17,17
2011-07732,21,13
2012-00579,19,15
2013-22000,18,18
2011-62312,21,17
2014-49069,20,20
2014-24462,20,20
2014-98735,18,18
2010-67003,18,18
2014-30461,18,18
2008-37712,20,20
2014-14925,21,21
2011-22133,21,18
2014-74758,20,20
2012-07665,18,6
2013-01158,20,20
2014-08796,19,19
2013-98252,18,18
2007-59633,21,14
2013-98393,18,18
2013-30011,20,18
2013-38754,21,19
2014-42202,22,22
2012-45412,21,21
2011-41710,20,10
2014-61549,21,21
2013-22441,17,17
2012-18285,18,14
2013-56672,18,17
2010-03213,18,3
2010-96940,18,9
2013-15537,18,18
2014-23118,18,18
2014-24742,19,19
2012-55471,17,15
2010-97276,19,0
2013-71346,18,9
2011-62529,18,15
2011-21575,18,16
2013-45882,21,19
2013-22548,21,21
2012-97964,18,18
2000-46599,21,0
2012-38493,19,19
2012-00248,20,15
2011-18325,16,0
2012-98092,18,9
2011-42965,19,3
2013-06937,17,16
2013-06892,19,11
2011-18723,18,3
2009-64162,21,0
2012-52116,21,15
2011-64362,20,17
2012-47928,17,15
2008-38466,19,0
2014-72157,19,19
2013-26048,18,18
2014-48347,20,19
2013-09476,19,17
2012-28061,19,17
2012-45886,17,14
2014-34402,18,18
2013-98394,20,14
2011-62215,16,0
2012-37760,18,18
2014-24150,17,17
2013-42272,21,21
2014-98907,16,13
2014-98908,16,16
2013-33674,21,21
2009-23565,19,6
2003-81695,18,16
2011-06982,18,18
2014-19784,19,19
2009-50692,19,4
2012-17919,17,15
2014-54820,18,18
2012-13366,19,18
2014-10309,20,23
2014-52112,19,19
2012-22940,18,18
2012-70952,19,19
2014-72339,20,18
2014-72638,18,18
2012-51231,12,3
2013-01940,20,18
2011-06646,19,19
2010-04537,22,22
2013-03931,17,17
2012-32655,20,18
2014-59520,19,19
2012-97832,21,21
2012-03568,18,18
2014-36546,20,20
2012-08652,21,19
2014-12643,21,21
2014-23054,18,18
2013-14598,20,18
2012-20363,18,12
2012-28109,19,6
2014-00300,19,19
2012-60089,19,18
2011-48807,18,18
2013-29966,18,18
2010-28555,20,20
2011-97483,21,9
2010-42591,21,19
2013-55598,18,18
2014-28587,18,18
2013-09014,18,18
2013-74114,18,15
2014-83896,17,17
2011-30867,18,18
2013-55415,20,20
2014-10667,19,19
2014-72729,19,18
2013-04690,17,17
2012-61521,18,9
2014-32361,18,18
2011-03365,18,15
2013-00565,20,18
2011-45936,16,3
2013-09052,18,18
2010-29846,18,18
2012-57604,18,13
2012-39418,20,20
2010-70055,18,18
2012-27998,19,17
2012-00612,19,17
2010-14581,19,3
2011-01404,21,20
2013-15655,19,17
2011-97336,21,21
2012-45016,18,13
2013-06157,21,21
2013-23228,18,18
2013-16738,21,21
2013-98654,19,0
2012-33084,19,18
2014-05795,17,17
2012-23494,21,20
2012-44077,19,16
2013-02341,18,18
2010-43026,18,18
2014-61294,20,19
2013-20829,18,18
2012-01875,18,3
2011-25455,19,17
2012-60102,18,14
2014-26409,18,17
2014-64431,20,20
2011-42926,21,20
2014-16752,21,20
2013-46245,18,18
2014-37777,18,15
2012-97966,18,6
2014-00963,18,18
2013-06970,18,18
2011-42200,21,12
2013-08691,20,20
2014-41321,19,17
2012-17368,17,8
2013-68247,21,21
2013-36514,20,20
2010-09083,19,18
2014-62254,18,18
2013-37231,21,21
2013-46817,18,15
2013-05958,18,15
2014-70620,18,18
2013-53014,18,18
2012-43856,19,17
2012-57702,19,18
2014-72156,18,15
2014-71566,19,18
2013-75780,18,0
2012-00595,17,15
2012-52347,18,16
2014-72730,18,18
2014-06515,18,18
2012-97967,19,19
2013-07651,21,21
2013-02352,21,21
2014-46158,19,19
2007-13539,18,9
2013-08623,21,21
2012-19138,18,13
2014-54826,19,19
2014-65513,20,20
2014-57869,17,17
2011-08384,19,9
2011-28098,20,9
2013-21976,21,21
2013-06938,21,18
2014-33475,19,19
2011-21430,18,18
2013-42274,21,21
2011-08809,21,18
2012-20804,18,18
2014-40865,18,18
2012-00882,21,15
2014-10111,18,18
2013-37434,20,20
2014-70879,18,18
2010-13949,18,11
2013-98396,18,18
2014-80205,18,18
2013-15611,18,18
2012-10920,19,17
2011-63099,18,18
2012-10227,18,9
2014-51216,18,18
2010-59045,19,10
2010-04070,17,12
2014-71850,21,20
2013-56900,17,17
2014-98796,20,20
2014-16537,19,19
2014-09285,18,18
2013-65448,21,21
2012-28973,21,18
2005-10230,19,0
2012-97968,18,18
2013-75314,20,14
2012-15032,19,15
2013-10561,18,18
2012-40006,18,15
2013-27700,21,21
2011-59519,21,21
2014-19894,19,19
2012-51901,21,10
2014-64575,18,18
2014-72731,21,21
2014-19123,18,18
2012-44071,18,18
2010-19857,18,15
2013-78010,20,16
2013-68609,18,18
2007-96031,19,9
2012-00017,19,18
2013-36673,18,18
2007-50097,21,19
2012-10085,19,18
2011-49592,19,13
2014-28592,18,18
2010-42903,20,9
2013-39688,18,18
2012-11629,18,15
2013-09816,18,0
2012-37965,18,18
2014-77892,19,19
2012-60159,21,19
2010-01085,19,12
2011-46870,18,7
2014-71948,18,18
2014-34739,19,19
2013-26156,18,18
2012-10834,18,3
2013-45557,18,0
2014-57378,19,18
2011-15152,19,14
2014-47322,19,19
2012-37815,17,15
2013-08503,18,15
2013-45600,21,21
2014-36874,19,19
2013-56446,18,18
2012-32942,19,17
2013-05077,18,9
2013-48404,21,21
2012-48954,18,15
2014-12781,17,17
2012-15832,17,15
2014-08772,18,18
2013-61844,21,21
2012-58887,19,16
2014-64933,17,17
2011-36302,21,18
2014-72708,20,20
2014-41099,19,19
2012-59329,18,15
2014-53530,19,19
2014-71933,18,17
2012-37893,21,19
2010-13990,19,3
2014-53531,20,19
2014-72489,20,19
2014-15359,18,18
2011-19962,19,9
2013-25215,17,17
2011-08636,19,9
2012-19782,18,18
2013-21652,21,21
2014-02324,18,15
2014-71402,19,19
2013-12426,18,18
2012-34060,18,12
2014-15650,19,19
2013-48469,20,20
2014-00013,18,18
2014-30145,18,18
2011-63138,18,0
2014-47839,18,15
2013-09724,21,19
2009-08973,17,15
2014-56738,20,19
2014-07981,18,18
2012-32225,18,12
2014-33919,17,15
2011-10931,21,0
2012-19819,18,6
2007-67816,16,6
2011-14915,16,0
2010-24759,18,18
2010-96941,18,12
2012-01400,18,15
2011-34746,18,18
2007-12303,19,9
2014-83908,18,18
2011-22621,20,3
2008-07377,20,3
2013-56447,21,21
2014-68112,18,18
2010-96942,21,18
2014-30627,18,18
2013-68089,21,19
2014-30885,19,19
2012-18175,21,12
2013-13891,20,20
2013-08068,18,18
2010-18283,19,12
2012-16954,17,15
2011-97463,21,18
2011-11743,20,19
2014-43043,18,18
2012-98184,18,15
2011-01361,19,3
2014-10110,18,17
2011-62216,21,17
2014-56801,19,19
2010-00226,18,6
2013-39747,18,18
2013-02106,21,16
2011-97542,21,6
2013-20387,18,15
2014-25917,18,18
2011-03790,21,10
2012-03811,19,19
2012-14822,18,0
2013-25454,17,17
2011-46510,21,0
2014-99173,19,17
2012-18687,21,16
2014-14392,21,20
2012-51667,21,20
2009-18022,18,9
2012-48827,21,18
2014-09306,19,19
2012-19403,20,20
2011-54974,21,12
2012-33748,21,18
2004-01358,16,2
2012-19823,18,18
2014-56802,19,18
2014-71972,21,21
2012-37753,18,13
2012-97834,21,20
2013-20681,18,18
2013-39369,18,18
2013-62367,23,22
2012-18203,19,18
2014-40866,18,18
2011-05768,18,18
2013-09209,21,21
2011-40734,18,6
2013-42816,21,21
2010-42189,19,17
2014-00516,18,18
2013-62745,20,18
2010-06474,21,15
2014-33976,20,19
2014-27482,20,19
2013-27641,21,21
2014-51675,22,3
2013-57749,21,21
2014-16677,19,19
2011-62370,19,17
2013-25145,20,20
2013-10347,18,9
2013-35629,20,18
2014-32703,18,18
2013-15093,18,15
2012-38437,18,17
2013-08069,18,18
2011-49549,20,19
2014-00095,21,21
2007-66432,18,17
2014-09272,21,21
2012-04317,18,18
2009-96818,13,0
2012-29738,21,20
2014-52441,17,16
2011-97502,21,9
2014-27734,18,18
2011-51637,18,6
2012-29267,21,15
2012-17540,21,21
2014-18698,18,18
2013-98397,21,21
2014-70976,19,19
2013-01829,19,14
2012-97969,18,6
2012-38438,17,15
2013-64044,18,11
2010-42658,18,18
2014-22995,18,18
2012-17632,18,18
2011-05415,21,19
2012-37889,17,14
2012-18333,21,13
2007-30698,19,6
2012-07519,19,18
2014-25239,20,20
2010-41740,18,18
2011-22118,20,10
2013-09446,21,19
2014-19422,20,20
2011-15296,19,0
2013-51926,17,16
2014-08293,19,19
2011-28616,18,18
2012-19404,19,17
2011-21603,18,11
2014-10860,19,19
2014-98785,19,19
2012-37409,19,9
2014-72659,18,18
2013-67084,21,21
2014-10330,20,20
2012-97970,21,15
2013-15998,23,23
2013-68169,19,18
2010-96943,18,15
2014-12593,18,18
2013-70266,17,17
2012-19195,18,18
2011-63052,18,18
2014-23059,21,21
2010-00295,17,11
2013-68090,20,20
2010-43499,19,6
2014-24451,18,18
2012-18334,18,18
2012-18105,19,16
2011-63063,18,0
2012-45168,18,12
2012-07131,18,16
2014-29136,18,18
2013-06217,21,21
2013-98398,18,18
2014-63438,19,17
2014-72732,17,16
2012-20295,21,21
2012-42704,20,18
2011-03429,18,3
2012-55997,21,12
2012-17672,18,13
2011-24172,18,12
2010-52474,20,9
2012-55044,18,18
2013-03052,21,21
2014-22176,20,20
2009-29034,16,6
2013-15155,18,15
2013-02810,18,18
2013-06377,18,18
2012-39947,21,17
2012-55101,19,18
2013-14168,20,20
2012-01244,18,18
2008-37417,18,12
2014-15651,20,20
2012-36868,21,18
2013-39914,18,6
2012-40773,18,13
2013-08070,18,18
2012-04181,19,17
2014-47966,21,21
2012-20582,17,15
2013-98399,18,0
2009-96676,12,6
2011-33225,21,18
2013-98400,21,21
2012-19268,19,19
2013-07468,23,22
2012-19258,21,16
2014-12304,18,18
2014-09417,19,19
2014-36722,19,19
2014-15023,19,19
2014-09526,19,19
2011-56010,18,6
2011-09276,20,17
2014-08403,18,16
2014-11761,21,19
2011-26561,21,6
2012-65032,18,10
2013-10719,18,18
2008-10033,18,4
2012-06141,18,3
2011-57618,21,6
2014-19408,20,20
2012-58988,18,15
2013-56680,18,18
2014-72102,20,20
2010-12543,21,6
2012-72102,20,15
2013-37431,17,17
2011-51841,21,14
2011-10912,19,0
2014-43908,20,19
2013-26443,21,18
2010-40083,15,9
2012-37746,17,15
2012-36869,21,16
2013-22626,21,21
2013-08684,20,20
2013-68154,23,22
2012-15066,17,15
2010-63810,22,21
2012-72368,18,18
2013-06975,18,18
2014-60128,21,21
2012-10683,21,16
2014-78728,17,17
2014-52007,20,20
2013-01610,18,18
2014-33783,20,20
2010-36512,19,15
2011-46513,18,7
2012-68807,18,18
2014-01042,18,18
2012-40651,18,18
2012-51169,18,12
2012-18927,20,18
2011-31422,20,18
2011-52498,20,12
2013-71460,18,18
2013-44991,18,18
2013-41424,18,18
2011-63154,21,20
2013-71517,18,18
2014-00951,17,17
2004-19221,20,12
2013-53121,21,21
2014-24315,18,18
2013-98617,18,15
2014-72660,19,19
2014-72734,19,19
2013-98255,15,3
2012-17875,18,16
2011-21595,21,13
2014-72369,18,18
2011-48425,12,0
2012-30557,18,18
2012-97837,21,21
2013-64310,18,18
2013-18443,21,21
2014-02366,18,15
2014-08029,18,15
2011-03119,17,3
2005-17505,20,20
2014-48359,19,18
2011-48733,20,18
2012-56796,19,13
2011-60708,20,16
2014-55290,17,17
2014-71759,18,18
2014-01976,18,18
2013-98403,18,18
2013-71196,20,20
2012-19326,18,18
2012-39175,12,11
2014-70977,19,19
2014-20224,18,18
2009-12560,17,0
2011-61305,18,18
2014-39836,18,18
2013-68256,18,18
2013-70840,18,0
2012-97838,21,21
2012-19509,18,6
2012-97971,20,18
2013-98256,16,16
2014-71482,18,17
2013-09776,21,21
2013-98257,16,14
2012-17891,21,21
2012-18786,21,18
2011-00606,21,20
2012-40843,18,12
2013-05694,18,18
2013-26952,18,0
2013-09027,18,18
2014-01427,19,19
2014-20206,20,19
2014-70576,20,20
2014-06942,21,21
2014-62134,20,20
2014-72510,18,18
2014-43711,21,21
2012-37125,18,3
2014-26724,20,19
2011-97343,21,19
2014-64112,18,15
2014-74460,19,19
2014-14194,20,20
2011-49124,20,3
2013-09958,18,18
2012-48832,17,15
2011-61342,18,17
2014-48361,17,17
2014-98911,16,16
2014-28174,19,17
2013-06843,21,21
2012-97972,18,3
2014-62843,21,21
2011-65248,18,3
2005-44263,19,6
2007-03847,21,17
2012-11788,21,0
2014-98727,19,17
2014-22991,21,21
2013-40854,19,19
2011-62919,20,15
2013-98678,18,18
2014-20364,18,18
2010-21577,18,18
2013-29756,18,18
2011-06443,20,16
2014-77090,17,17
2012-07469,18,16
2013-48715,20,20
2012-47335,19,18
2012-69884,20,19
2013-68100,17,16
2012-37199,19,17
2013-16636,18,18
2011-21589,20,16
2012-29589,12,12
2012-97973,18,10
2008-65273,16,0
2014-43281,19,19
2014-05900,18,18
2011-65162,18,9
2012-41661,19,16
2014-98806,20,20
2012-10392,20,18
2012-12705,20,19
2011-42592,20,3
2010-38624,19,9
2014-42069,17,17
2011-47764,16,7
2007-21139,18,0
2013-06749,18,18
2009-28516,19,0
2013-98404,21,21
2011-28197,20,8
2011-03448,21,18
2012-97974,18,18
2012-37696,21,18
2011-46509,18,13
2012-47235,20,6
2013-34095,20,20
2014-66009,20,20
2014-26822,18,18
2013-72662,20,20
2013-06465,17,17
2012-34482,21,15
2013-30609,18,18
2012-60345,19,19
2008-09663,21,15
2013-98259,18,18
2013-04794,18,18
2012-18081,19,17
2010-31469,19,12
2012-29741,18,12
2014-53089,21,21
2009-27164,18,3
2014-26077,17,17
2013-35105,18,15
2013-68092,20,20
2013-16461,18,18
2009-06520,21,7
2014-34270,19,19
2013-28670,18,18
2011-11570,18,3
2012-33594,20,16
2014-19898,18,17
2010-43823,19,9
2013-73882,18,18
2013-64445,20,20
2014-29960,19,19
2014-72490,21,21
2013-08071,18,0
2011-22032,18,3
2012-17663,21,21
2011-62191,21,14
2013-74106,20,11
2012-19653,21,21
2010-08189,18,18
2011-38888,19,19
2011-19204,21,21
2014-26027,20,19
2013-98405,18,15
2013-28196,18,18
2014-71453,18,18
2012-60691,21,21
2012-37692,18,3
2013-76458,21,21
2013-25254,21,18
2012-77301,18,18
2011-06776,19,17
2011-63066,20,3
2012-37610,18,18
2014-52008,20,19
2014-01715,20,19
2014-27109,17,17
2012-46784,17,15
2013-68093,21,21
2012-31064,21,12
2014-61569,18,17
2013-01286,21,19
2014-45287,21,21
2010-42136,13,3
2014-72703,17,15
2011-34352,21,21
2011-03669,18,12
2011-19357,18,12
2011-97348,18,18
2013-98406,21,21
2011-01372,21,3
2013-06305,18,11
2013-57061,21,21
2013-50383,18,18
2010-75006,18,12
2012-97975,19,17
2012-20659,21,21
2013-71456,20,20
2013-56958,20,20
2014-32385,18,15
2013-28501,19,19
2012-31039,18,18
2011-37236,19,0
2014-72067,18,18
2014-31234,19,18
2014-98913,16,16
2013-60327,18,18
2014-70507,19,19
2013-63012,18,17
2013-46247,18,17
2013-98260,15,9
2013-29268,18,18
2012-18373,18,18
2012-18882,18,18
2014-09429,18,18
2011-62427,18,3
2013-11609,21,21
2011-97495,21,21
2014-98782,19,18
2011-18663,20,15
2010-18285,21,7
2013-47999,21,21
2012-59902,19,16
2013-70174,18,18
2013-66357,20,20
2014-98774,18,18
2014-57648,18,18
2009-08497,21,21
2010-57146,21,10
2012-18335,21,21
2014-09326,20,20
2006-40727,18,6
2011-22063,18,9
2012-17664,21,19
2013-44649,21,21
2013-06306,20,20
2014-00641,18,18
2014-15958,18,16
2009-34293,20,0
2013-09125,18,17
2013-45558,21,21
2012-26637,19,18
2011-64505,18,13
2012-14912,21,9
2010-96945,21,21
2010-96946,21,20
2014-98714,18,17
2014-41026,18,18
2009-46008,20,6
2012-29283,19,16
2014-41862,19,19
2013-06694,18,14
2014-71256,21,21
2008-37379,19,15
2012-19648,18,18
2014-80095,21,21
2012-38464,19,18
2012-98158,18,14
2011-47154,18,6
2014-98748,17,17
2014-53469,19,18
2014-08247,21,21
2013-03728,18,18
2014-72709,20,20
2012-19246,18,18
2012-17716,18,3
2013-08628,18,18
2014-72714,20,20
2013-07499,18,18
2011-29397,20,11
2011-28937,18,18
2014-64434,18,18
2013-27658,19,18
2014-62649,18,18
2014-72563,20,20
2012-17674,21,21
2011-47245,18,16
2013-20033,18,21
2013-70177,18,18
2014-00337,20,17
2013-45559,18,15
2012-37816,19,19
2013-54196,23,23
2012-38360,18,13
2013-68027,18,0
2012-44068,21,19
2012-28046,18,18
2011-33107,19,9
2012-53165,18,18
2011-07493,19,3
2012-62490,17,15
2013-98407,18,18
2014-99177,17,17
2014-05905,17,17
2010-39093,20,18
2009-04526,16,0
2013-70265,19,8
2011-39189,19,10
2014-98914,16,16
2008-96502,19,4
2012-56385,21,18
2013-39691,20,20
2013-09448,21,21
2013-11788,19,19
2014-29463,20,20
2014-98778,18,18
2013-02912,18,18
2013-66988,18,15
2008-51922,16,6
2013-19893,18,18
2014-22977,20,20
2014-35180,21,21
2010-66135,21,13
2014-49023,19,19
2012-10036,18,12
2013-09918,18,18
2013-12248,18,15
2013-09134,18,17
2012-54983,19,14
2012-18374,21,12
2012-33933,19,18
2014-01004,18,16
2013-57778,21,21
2014-98822,18,0
2012-19688,21,19
2014-42143,18,18
2010-08226,18,3
2012-13145,18,18
2012-19659,19,3
2013-16814,19,19
2012-38594,20,18
2013-06891,20,20
2014-45779,19,19
2011-62420,19,10
2012-08621,21,12
2013-68024,19,19
2013-22796,19,17
2012-19377,17,16
2013-68096,21,21
2012-30310,18,18
2014-78586,17,15
2014-35736,17,17
2012-59187,21,21
2013-17560,18,18
2014-08734,21,20
2013-09686,21,21
2011-22123,18,3
2011-04695,20,16
2011-10145,24,15
2014-47606,18,18
2013-98408,18,0
2011-42640,19,15
2013-08395,18,18
2014-66017,18,18
2013-71200,20,20
2011-63051,18,18
2014-71890,18,18
2012-47070,18,18
2010-52095,16,14
2013-72404,18,0
2012-26647,18,13
2011-63129,19,0
2012-17871,19,19
2012-17578,19,15
2012-50027,18,13
2012-50649,21,21
2014-55313,17,15
2012-43866,19,15
2010-42599,17,15
2014-47234,20,19
2011-57467,18,17
2013-08260,18,18
2014-51861,18,18
2012-13337,23,13
2012-37491,18,15
2012-43020,18,18
2014-98915,16,16
2013-68108,20,20
2010-36517,20,0
2012-17634,19,15
2011-18521,20,18
2014-72704,19,19
2014-33738,18,18
2014-71852,19,19
2014-48796,17,17
2013-08404,18,18
2011-60886,19,17
2014-30008,18,18
2011-03854,18,18
2013-98409,18,18
2011-97512,21,20
2012-37817,21,9
2011-13446,18,3
2012-24315,18,15
2011-33882,21,9
2012-38709,18,8
2014-28994,20,19
2011-48356,21,20
2012-24869,18,10
2012-16902,18,13
2014-45879,20,20
2010-68367,19,0
2014-14745,18,18
2012-48160,20,14
2014-98751,17,17
2010-27470,19,12
2012-18173,21,21
2014-59551,21,21
2014-52307,19,19
2012-18611,18,18
2012-03550,18,18
2012-19204,20,16
2014-01061,21,20
2014-33477,20,20
2011-62466,20,11
2011-48719,18,15
2005-48798,21,21
2014-44623,18,15
2012-24967,19,17
2013-09029,18,18
2011-29186,16,0
2014-21949,20,19
2011-48854,21,19
2012-09714,18,18
2013-09888,20,18
2012-22837,19,14
2012-15623,12,9
2011-46796,21,19
2014-73993,18,18
2014-08282,19,19
2011-05395,21,18
2011-15813,20,16
2011-22573,18,1
2011-35029,20,19
2014-98916,16,13
2008-19255,19,14
2014-23170,19,19
2012-67569,20,18
2013-06379,18,18
2012-13132,18,18
2014-52646,18,21
2011-55188,18,9
2012-18010,21,21
2013-68198,21,21
2013-07885,19,18
2011-31420,18,18
2011-97501,21,12
2011-10218,18,5
2012-65301,18,18
2014-71969,20,20
2014-71804,18,18
2011-00065,20,16
2013-08778,21,21
2014-72640,18,18
2013-74115,21,21
2014-09604,18,18
2013-56685,21,21
2013-11918,17,17
2011-97468,18,12
2006-35739,18,18
2012-38496,19,19
2010-19861,20,9
2014-21045,19,19
2010-30891,18,16
2014-60547,21,21
2012-97842,18,18
2014-72743,17,17
2013-68097,19,19
2012-49398,20,18
2010-52872,20,8
2012-56798,15,6
2014-70614,18,17
2009-35681,16,3
2011-97545,21,16
2014-40633,21,21
2014-50258,20,20
